# Generated direct translation of OpenLogReplicator src/locales/CharacterSet8bit.cpp and Locales.cpp.
# source_commit=6bc92bc1b89255fbc491e3080cb12a4c1dd8e832
# id\tname\t256 four-digit hexadecimal Unicode code points
35	CL8ISO8859P5	0000000100020003000400050006000700080009000a000b000c000d000e000f0010001100120013001400150016001700180019001a001b001c001d001e001f0020002100220023002400250026002700280029002a002b002c002d002e002f0030003100320033003400350036003700380039003a003b003c003d003e003f0040004100420043004400450046004700480049004a004b004c004d004e004f0050005100520053005400550056005700580059005a005b005c005d005e005f0060006100620063006400650066006700680069006a006b006c006d006e006f0070007100720073007400750076007700780079007a007b007c007d007e007f0080008100820083008400850086008700880089008a008b008c008d008e008f0090009100920093009400950096009700980099009a009b009c009d009e009f00a0040104020403040404050406040704080409040a040b040c00ad040e040f0410041104120413041404150416041704180419041a041b041c041d041e041f0420042104220423042404250426042704280429042a042b042c042d042e042f0430043104320433043404350436043704380439043a043b043c043d043e043f0440044104420443044404450446044704480449044a044b044c044d044e044f2116045104520453045404550456045704580459045a045b045c00a7045e045f
36	AR8ISO8859P6	0000000100020003000400050006000700080009000a000b000c000d000e000f0010001100120013001400150016001700180019001a001b001c001d001e001f0020002100220023002400250026002700280029002a002b002c002d002e002f0030003100320033003400350036003700380039003a003b003c003d003e003f0040004100420043004400450046004700480049004a004b004c004d004e004f0050005100520053005400550056005700580059005a005b005c005d005e005f0060006100620063006400650066006700680069006a006b006c006d006e006f0070007100720073007400750076007700780079007a007b007c007d007e007f0080008100820083008400850086008700880089008a008b008c008d008e008f0090009100920093009400950096009700980099009a009b009c009d009e009f00a0fffdfffdfffd00a4fffdfffdfffdfffdfffdfffdfffd060c00adfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffd061bfffdfffdfffd061ffffd062106220623062406250626062706280629062a062b062c062d062e062f0630063106320633063406350636063706380639063afffdfffdfffdfffdfffd0640064106420643064406450646064706480649064a064b064c064d064e064f065006510652fffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffd
37	EL8ISO8859P7	0000000100020003000400050006000700080009000a000b000c000d000e000f0010001100120013001400150016001700180019001a001b001c001d001e001f0020002100220023002400250026002700280029002a002b002c002d002e002f0030003100320033003400350036003700380039003a003b003c003d003e003f0040004100420043004400450046004700480049004a004b004c004d004e004f0050005100520053005400550056005700580059005a005b005c005d005e005f0060006100620063006400650066006700680069006a006b006c006d006e006f0070007100720073007400750076007700780079007a007b007c007d007e007f0080008100820083008400850086008700880089008a008b008c008d008e008f0090009100920093009400950096009700980099009a009b009c009d009e009f00a02018201900a320acfffd00a600a700a800a9fffd00ab00ac00adfffd201500b000b100b200b303840385038600b703880389038a00bb038c00bd038e038f0390039103920393039403950396039703980399039a039b039c039d039e039f03a003a1fffd03a303a403a503a603a703a803a903aa03ab03ac03ad03ae03af03b003b103b203b303b403b503b603b703b803b903ba03bb03bc03bd03be03bf03c003c103c203c303c403c503c603c703c803c903ca03cb03cc03cd03cefffd
38	IW8ISO8859P8	0000000100020003000400050006000700080009000a000b000c000d000e000f0010001100120013001400150016001700180019001a001b001c001d001e001f0020002100220023002400250026002700280029002a002b002c002d002e002f0030003100320033003400350036003700380039003a003b003c003d003e003f0040004100420043004400450046004700480049004a004b004c004d004e004f0050005100520053005400550056005700580059005a005b005c005d005e005f0060006100620063006400650066006700680069006a006b006c006d006e006f0070007100720073007400750076007700780079007a007b007c007d007e007f0080008100820083008400850086008700880089008a008b008c008d008e008f0090009100920093009400950096009700980099009a009b009c009d009e009f00a0fffd00a200a300a400a500a600a700a800a900d700ab00ac00ad00ae00af00b000b100b200b300b400b500b600b700b800b900f700bb00bc00bd00befffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffd201705d005d105d205d305d405d505d605d705d805d905da05db05dc05dd05de05df05e005e105e205e305e405e505e605e705e805e905eafffdfffd200e200ffffd
39	WE8ISO8859P9	0000000100020003000400050006000700080009000a000b000c000d000e000f0010001100120013001400150016001700180019001a001b001c001d001e001f0020002100220023002400250026002700280029002a002b002c002d002e002f0030003100320033003400350036003700380039003a003b003c003d003e003f0040004100420043004400450046004700480049004a004b004c004d004e004f0050005100520053005400550056005700580059005a005b005c005d005e005f0060006100620063006400650066006700680069006a006b006c006d006e006f0070007100720073007400750076007700780079007a007b007c007d007e007f0080008100820083008400850086008700880089008a008b008c008d008e008f0090009100920093009400950096009700980099009a009b009c009d009e009f00a000a100a200a300a400a500a600a700a800a900aa00ab00ac00ad00ae00af00b000b100b200b300b400b500b600b700b800b900ba00bb00bc00bd00be00bf00c000c100c200c300c400c500c600c700c800c900ca00cb00cc00cd00ce00cf011e00d100d200d300d400d500d600d700d800d900da00db00dc0130015e00df00e000e100e200e300e400e500e600e700e800e900ea00eb00ec00ed00ee00ef011f00f100f200f300f400f500f600f700f800f900fa00fb00fc0131015f00ff
40	NE8ISO8859P10	0000000100020003000400050006000700080009000a000b000c000d000e000f0010001100120013001400150016001700180019001a001b001c001d001e001f0020002100220023002400250026002700280029002a002b002c002d002e002f0030003100320033003400350036003700380039003a003b003c003d003e003f0040004100420043004400450046004700480049004a004b004c004d004e004f0050005100520053005400550056005700580059005a005b005c005d005e005f0060006100620063006400650066006700680069006a006b006c006d006e006f0070007100720073007400750076007700780079007a007b007c007d007e007f0080008100820083008400850086008700880089008a008b008c008d008e008f0090009100920093009400950096009700980099009a009b009c009d009e009f00a0010401120122012a0128013600a7013b011001600166017d00ad016a014a00b0010501130123012b0129013700b7013c011101610167017efffd016b014b010000c100c200c300c400c500c6012e010c00c9011800cb011600cd00ce00cf00d00145014c00d300d400d500d6016800d8017200da00db00dc00dd00de00df010100e100e200e300e400e500e6012f010d00e9011900eb011700ed00ee00ef00f00146014d00f300f400f500f6016900f8017300fa00fb00fc00fd00fe0138
41	TH8TISASCII	0000000100020003000400050006000700080009000a000b000c000d000e000f0010001100120013001400150016001700180019001a001b001c001d001e001f0020002100220023002400250026002700280029002a002b002c002d002e002f0030003100320033003400350036003700380039003a003b003c003d003e003f0040004100420043004400450046004700480049004a004b004c004d004e004f0050005100520053005400550056005700580059005a005b005c005d005e005f0060006100620063006400650066006700680069006a006b006c006d006e006f0070007100720073007400750076007700780079007a007b007c007d007e007f20ac008100820083008420260086008700880089008a008b008c008d008e008f009020182019201c201d20222013201400980099009a009b009c009d009e009f00a00e010e020e030e040e050e060e070e080e090e0a0e0b0e0c0e0d0e0e0e0f0e100e110e120e130e140e150e160e170e180e190e1a0e1b0e1c0e1d0e1e0e1f0e200e210e220e230e240e250e260e270e280e290e2a0e2b0e2c0e2d0e2e0e2f0e300e310e320e330e340e350e360e370e380e390e3af8c1f8c2f8c3f8c40e3f0e400e410e420e430e440e450e460e470e480e490e4a0e4b0e4c0e4d0e4e0e4f0e500e510e520e530e540e550e560e570e580e590e5a0e5bf8c5f8c6f8c7f8c8
43	BN8BSCII	0000000100020003000400050006000700080009000a000b000c000d000e000f0010001100120013001400150016001700180019001a001b001c001d001e001f0020002100220023002400250026002700280029002a002b002c002d002e002f0030003100320033003400350036003700380039003a003b003c003d003e003f0040004100420043004400450046004700480049004a004b004c004d004e004f0050005100520053005400550056005700580059005a005b005c005d005e005f0060006100620063006400650066006700680069006a006b006c006d006e006f0070007100720073007400750076007700780079007a007b007c007d007e007ffffdfffdfffdfffdfffd09f309e609e709e809e909ea09eb09ec09ed09ee09ef09850986098709880989098a098b098f09900993099409820983098109950996099709980999099a099b099c099d099e099f09a009a109dc09a209dd09a3fffd09a409a509a609a709a809aa09ab09ac09ad09ae09af09df09b009b209b609b709b809b9fffd09be09bf09c009c109c209c309c709c809cb09ccfffdfffdfffdf8b7f8b6f8b5f8b4f8b3f8b2f8b1f8b0f8aff8aef8adf8acf8abfffdf8aafffdf8a9f8a8f8a7f8a6f8a5f8a4f8a3f8a2f8a1f8a0f89ff89ef89dfffdf89cf89bf89af899f898f897f896fffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffd
44	VN8VN3	0000000100020003000400050006000700080009000a000b000c000d000e000f0010001100120013001400150016001700180019001a001b001c001d001e001f0020002100220023002400250026002700280029002a002b002c002d002e002f0030003100320033003400350036003700380039003a003b003c003d003e003f0040004100420043004400450046004700480049004a004b004c004d004e004f0050005100520053005400550056005700580059005a005b005c005d005e005f0060006100620063006400650066006700680069006a006b006c006d006e006f0070007100720073007400750076007700780079007a007b007c007d007e007ffffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffd010200c200ca00d401a001af0110010300e200ea00f401a101b00111fffdfffdfffdfffdfffdfffd00e01ea300e300e11ea1fffd1eb11eb31eb51eaffffdfffdfffdfffdfffdfffdfffd1eb71ea71ea91eab1ea51ead00e8fffd1ebb1ebd00e91eb91ec11ec31ec51ebf1ec700ec1ec9fffdfffdfffd012900ed1ecb00f2fffd1ecf00f500f31ecd1ed31ed51ed71ed11ed91edd1edf1ee11edb1ee300f9fffd1ee7016900fa1ee51eeb1eed1eef1ee91ef11ef31ef71ef900fd1ef5fffd
45	VN8MSWIN1258	0000000100020003000400050006000700080009000a000b000c000d000e000f0010001100120013001400150016001700180019001a001b001c001d001e001f0020002100220023002400250026002700280029002a002b002c002d002e002f0030003100320033003400350036003700380039003a003b003c003d003e003f0040004100420043004400450046004700480049004a004b004c004d004e004f0050005100520053005400550056005700580059005a005b005c005d005e005f0060006100620063006400650066006700680069006a006b006c006d006e006f0070007100720073007400750076007700780079007a007b007c007d007e007f20ac0081201a0192201e20262020202102c62030008a20390152008d008e008f009020182019201c201d20222013201402dc2122009a203a0153009d009e017800a000a100a200a300a400a500a600a700a800a900aa00ab00ac00ad00ae00af00b000b100b200b300b400b500b600b700b800b900ba00bb00bc00bd00be00bf00c000c100c2010200c400c500c600c700c800c900ca00cb030000cd00ce00cf011000d1030900d300d401a000d600d700d800d900da00db00dc01af030300df00e000e100e2010300e400e500e600e700e800e900ea00eb030100ed00ee00ef011100f1032300f300f401a100f600f700f800f900fa00fb00fc01b020ab00ff
46	WE8ISO8859P15	0000000100020003000400050006000700080009000a000b000c000d000e000f0010001100120013001400150016001700180019001a001b001c001d001e001f0020002100220023002400250026002700280029002a002b002c002d002e002f0030003100320033003400350036003700380039003a003b003c003d003e003f0040004100420043004400450046004700480049004a004b004c004d004e004f0050005100520053005400550056005700580059005a005b005c005d005e005f0060006100620063006400650066006700680069006a006b006c006d006e006f0070007100720073007400750076007700780079007a007b007c007d007e007f0080008100820083008400850086008700880089008a008b008c008d008e008f0090009100920093009400950096009700980099009a009b009c009d009e009f00a000a100a200a320ac00a5016000a7016100a900aa00ab00ac00ad00ae00af00b000b100b200b3017d00b500b600b7017e00b900ba00bb01520153017800bf00c000c100c200c300c400c500c600c700c800c900ca00cb00cc00cd00ce00cf00d000d100d200d300d400d500d600d700d800d900da00db00dc00dd00de00df00e000e100e200e300e400e500e600e700e800e900ea00eb00ec00ed00ee00ef00f000f100f200f300f400f500f600f700f800f900fa00fb00fc00fd00fe00ff
47	BLT8ISO8859P13	0000000100020003000400050006000700080009000a000b000c000d000e000f0010001100120013001400150016001700180019001a001b001c001d001e001f0020002100220023002400250026002700280029002a002b002c002d002e002f0030003100320033003400350036003700380039003a003b003c003d003e003f0040004100420043004400450046004700480049004a004b004c004d004e004f0050005100520053005400550056005700580059005a005b005c005d005e005f0060006100620063006400650066006700680069006a006b006c006d006e006f0070007100720073007400750076007700780079007a007b007c007d007e007f0080008100820083008400850086008700880089008a008b008c008d008e008f0090009100920093009400950096009700980099009a009b009c009d009e009f00a0201d00a200a300a4201e00a600a700d800a9015600ab00ac00ad00ae00c600b000b100b200b3201c00b500b600b700f800b9015700bb00bc00bd00be00e60104012e0100010600c400c501180112010c00c90179011601220136012a013b01600143014500d3014c00d500d600d701720141015a016a00dc017b017d00df0105012f0101010700e400e501190113010d00e9017a011701230137012b013c01610144014600f3014d00f500f600f701730142015b016b00fc017c017e2019
48	CEL8ISO8859P14	0000000100020003000400050006000700080009000a000b000c000d000e000f0010001100120013001400150016001700180019001a001b001c001d001e001f0020002100220023002400250026002700280029002a002b002c002d002e002f0030003100320033003400350036003700380039003a003b003c003d003e003f0040004100420043004400450046004700480049004a004b004c004d004e004f0050005100520053005400550056005700580059005a005b005c005d005e005f0060006100620063006400650066006700680069006a006b006c006d006e006f0070007100720073007400750076007700780079007a007b007c007d007e007f0080008100820083008400850086008700880089008a008b008c008d008e008f0090009100920093009400950096009700980099009a009b009c009d009e009f00a01e021e0300a3010a010b1e0a00a71e8000a91e821e0b1ef200ad00ae01781e1e1e1f012001211e401e4100b61e561e811e571e831e601ef31e841e851e6100c000c100c200c300c400c500c600c700c800c900ca00cb00cc00cd00ce00cf017400d100d200d300d400d500d61e6a00d800d900da00db00dc00dd017600df00e000e100e200e300e400e500e600e700e800e900ea00eb00ec00ed00ee00ef017500f100f200f300f400f500f61e6b00f800f900fa00fb00fc00fd017700ff
49	CL8ISOIR111	0000000100020003000400050006000700080009000a000b000c000d000e000f0010001100120013001400150016001700180019001a001b001c001d001e001f0020002100220023002400250026002700280029002a002b002c002d002e002f0030003100320033003400350036003700380039003a003b003c003d003e003f0040004100420043004400450046004700480049004a004b004c004d004e004f0050005100520053005400550056005700580059005a005b005c005d005e005f0060006100620063006400650066006700680069006a006b006c006d006e006f0070007100720073007400750076007700780079007a007b007c007d007e007f0080008100820083008400850086008700880089008a008b008c008d008e008f0090009100920093009400950096009700980099009a009b009c009d009e009f00a0045204530451045404550456045704580459045a045b045c00ad045e045f2116040204030401040404050406040704080409040a040b040c00a4040e040f044e0430043104460434043504440433044504380439043a043b043c043d043e043f044f044004410442044304360432044c044b04370448044d04490447044a042e0410041104260414041504240413042504180419041a041b041c041d041e041f042f042004210422042304160412042c042b04170428042d04290427042a
50	WE8NEXTSTEP	0000000100020003000400050006000700080009000a000b000c000d000e000f0010001100120013001400150016001700180019001a001b001c001d001e001f0020002100220023002400250026002700280029002a002b002c002d002e002f0030003100320033003400350036003700380039003a003b003c003d003e003f0040004100420043004400450046004700480049004a004b004c004d004e004f0050005100520053005400550056005700580059005a005b005c005d005e005f0060006100620063006400650066006700680069006a006b006c006d006e006f0070007100720073007400750076007700780079007a007b007c007d007e007f200700c000c100c200c300c400c500c700c800c900ca00cb00cc00cd00ce00cf00d000d100d200d300d400d500d600d900da00db00dc00dd00de00b500d700f700a900a100a200a3204400a5019200a700a42019201c00ab2039203afb01fb0200ae20132020202100b700a600b62022201a201e201d00bb2026203000ac00bf00b9006000b402c6007e02c902d802d900a800b202da00b800b302dd02db02c7201500b100bc00bd00be00e000e100e200e300e400e500e700e800e900ea00eb00ec00c600ed00aa00ee00ef00f000f1014100d8015200ba00f200f300f400f500f600e600f900fa00fb013100fc00fd014200f8015300df00fe00fffffdfffd
51	CL8KOI8U	0000000100020003000400050006000700080009000a000b000c000d000e000f0010001100120013001400150016001700180019001a001b001c001d001e001f0020002100220023002400250026002700280029002a002b002c002d002e002f0030003100320033003400350036003700380039003a003b003c003d003e003f0040004100420043004400450046004700480049004a004b004c004d004e004f0050005100520053005400550056005700580059005a005b005c005d005e005f0060006100620063006400650066006700680069006a006b006c006d006e006f0070007100720073007400750076007700780079007a007b007c007d007e007f25002502250c251025142518251c2524252c2534253c258025842588258c2590259125922593232025a02219221a22482264226500a0232100b000b200b700f725502551255204510454255404560457255725582559255a255b0491255d255e255f25602561040104042563040604072566256725682569256a0490256c00a9044e0430043104460434043504440433044504380439043a043b043c043d043e043f044f044004410442044304360432044c044b04370448044d04490447044a042e0410041104260414041504240413042504180419041a041b041c041d041e041f042f042004210422042304160412042c042b04170428042d04290427042a
52	AZ8ISO8859P9E	0000000100020003000400050006000700080009000a000b000c000d000e000f0010001100120013001400150016001700180019001a001b001c001d001e001f0020002100220023002400250026002700280029002a002b002c002d002e002f0030003100320033003400350036003700380039003a003b003c003d003e003f0040004100420043004400450046004700480049004a004b004c004d004e004f0050005100520053005400550056005700580059005a005b005c005d005e005f0060006100620063006400650066006700680069006a006b006c006d006e006f0070007100720073007400750076007700780079007a007b007c007d007e007ffffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffdfffd00a000a100a200a300a400a500a600a700a800a900aa00ab00ac00ad00ae00af00b000b100b200b300b400b500b600b700b800b900ba00bb00bc00bd00be00bf00c000c100c200c300c400c5018f00c700c800c900ca00cb00cc00cd00ce00cf011e00d100d200d300d400d500d600d700d800d900da00db00dc0130015e00df00e000e100e200e300e400e5025900e700e800e900ea00eb00ec00ed00ee00ef011f00f100f200f300f400f500f600f700f800f900fa00fb00fc0131015f00ff
